id,label,transliter_kmu2010,name,is_uppercase,type,is_alternate,top,bottom,left,right,height,width,filename,btop,bbottom,bleft,bright
44,в,v,v,False,italic,False,73,126,40,159,53,119,glyphs/v-3.png,113.0,159.0,77.0,123.0
45,в,v,v,False,italic,False,73,125,33,166,52,133,glyphs/v-4.png,105.0,165.0,76.0,121.0
46,в,v,v,False,italic,False,61,137,36,162,76,126,glyphs/v-5.png,105.0,161.0,73.0,123.0
47,в,v,v,False,italic,False,72,127,41,157,55,116,glyphs/v-6.png,107.0,155.0,73.0,113.0
48,в,v,v,False,italic,False,69,130,33,166,61,133,glyphs/v-7.png,111.0,165.0,70.0,130.0
49,в,v,v,False,italic,False,78,121,50,148,43,98,glyphs/v-8.png,111.0,155.0,76.0,123.0
50,в,v,v,False,italic,False,76,122,35,164,46,129,glyphs/v-9.png,114.0,165.0,77.0,122.0
51,в,v,v,False,italic,False,63,135,39,160,72,121,glyphs/v-10.png,107.0,160.0,72.0,120.0
52,в,v,v,False,italic,False,77,122,36,162,45,126,glyphs/v-11.png,113.0,162.0,74.0,123.0
53,в,v,v,False,italic,False,72,127,39,160,55,121,glyphs/v-12.png,113.0,162.0,74.0,123.0
54,в,v,v,False,italic,False,68,130,28,170,62,142,glyphs/v-13.png,115.0,171.0,64.0,111.0
55,в,v,v,False,italic,False,78,120,49,150,42,101,glyphs/v-14.png,102.0,152.0,77.0,123.0
56,в,v,v,False,italic,False,75,124,38,160,49,122,glyphs/v-15.png,115.0,159.0,75.0,125.0
57,в,v,v,False,italic,False,71,128,42,156,57,114,glyphs/v-16.png,115.0,159.0,75.0,125.0
58,в,v,v,False,italic,False,63,135,40,159,72,119,glyphs/v-17.png,115.0,159.0,75.0,125.0
59,в,v,v,False,italic,False,73,125,41,158,52,117,glyphs/v-18.png,115.0,159.0,75.0,125.0
60,г,h,h,False,italic,False,70,129,72,126,59,54,glyphs/h-0.png,71.0,127.0,69.0,130.0
61,г,h,h,False,italic,False,61,138,71,127,77,56,glyphs/h-1.png,72.0,128.0,60.0,131.0
62,г,h,h,False,italic,False,72,127,64,134,55,70,glyphs/h-2.png,62.0,136.0,72.0,137.0
63,г,h,h,False,italic,False,80,118,65,134,38,69,glyphs/h-3.png,58.0,135.0,73.0,128.0
64,г,h,h,False,italic,False,67,132,70,129,65,59,glyphs/h-4.png,63.0,130.0,62.0,132.0
65,г,h,h,False,italic,False,76,122,70,128,46,58,glyphs/h-5.png,67.0,129.0,70.0,126.0
66,г,h,h,False,italic,False,58,140,61,137,82,76,glyphs/h-6.png,59.0,137.0,57.0,135.0
67,г,h,h,False,italic,False,62,137,69,129,75,60,glyphs/h-7.png,67.0,128.0,59.0,134.0
68,г,h,h,False,italic,False,75,124,64,134,49,70,glyphs/h-8.png,60.0,133.0,70.0,126.0
69,г,h,h,False,italic,False,66,133,65,133,67,68,glyphs/h-9.png,64.0,133.0,64.0,130.0
70,г,h,h,False,italic,False,60,138,69,129,78,60,glyphs/h-10.png,70.0,131.0,57.0,137.0
71,г,h,h,False,italic,False,75,124,58,141,49,83,glyphs/h-11.png,57.0,142.0,67.0,132.0
72,г,h,h,False,italic,False,65,134,68,131,69,63,glyphs/h-12.png,65.0,133.0,63.0,135.0
73,г,h,h,False,italic,False,61,137,60,139,76,79,glyphs/h-13.png,59.0,140.0,56.0,137.0
74,г,h,h,False,italic,False,58,141,67,131,83,64,glyphs/h-14.png,65.0,132.0,58.0,135.0
75,г,h,h,False,italic,False,73,126,61,137,53,76,glyphs/h-15.png,60.0,135.0,73.0,128.0
76,г,h,h,False,italic,False,62,136,63,136,74,73,glyphs/h-16.png,63.0,135.0,60.0,134.0
77,г,h,h,False,italic,False,63,135,61,137,72,76,glyphs/h-17.png,63.0,135.0,60.0,134.0
78,г,h,h,False,italic,False,53,146,66,132,93,66,glyphs/h-18.png,64.0,132.0,51.0,136.0
79,г,h,h,False,italic,False,74,124,63,135,50,72,glyphs/h-19.png,62.0,136.0,72.0,133.0
80,ґ,g,g,False,italic,False,56,142,61,138,86,77,glyphs/g-0.png,63.0,138.0,59.0,130.0
81,ґ,g,g,False,italic,False,49,149,65,134,100,69,glyphs/g-1.png,63.0,135.0,54.0,139.0
82,ґ,g,g,False,italic,False,64,134,54,144,70,90,glyphs/g-2.png,59.0,142.0,57.0,132.0
83,ґ,g,g,False,italic,False,51,148,72,127,97,55,glyphs/g-3.png,67.0,130.0,56.0,133.0
84,ґ,g,g,False,italic,False,58,140,60,139,82,79,glyphs/g-4.png,55.0,138.0,55.0,133.0
85,ґ,g,g,False,italic,False,59,139,53,145,80,92,glyphs/g-5.png,55.0,138.0,55.0,133.0
86,ґ,g,g,False,italic,False,47,151,58,141,104,83,glyphs/g-6.png,55.0,138.0,55.0,133.0
87,ґ,g,g,False,italic,False,53,145,57,141,92,84,glyphs/g-7.png,55.0,138.0,55.0,133.0
88,ґ,g,g,False,italic,False,46,152,59,139,106,80,glyphs/g-8.png,55.0,138.0,55.0,133.0
89,ґ,g,g,False,italic,False,75,124,49,149,49,100,glyphs/g-9.png,54.0,147.0,60.0,134.0
90,ґ,g,g,False,italic,False,69,129,55,143,60,88,glyphs/g-10.png,50.0,143.0,62.0,130.0
91,ґ,g,g,False,italic,False,70,129,63,135,59,72,glyphs/g-11.png,63.0,134.0,68.0,125.0
92,ґ,g,g,False,italic,False,58,141,52,146,83,94,glyphs/g-12.png,56.0,147.0,58.0,137.0
93,ґ,g,g,False,italic,False,49,150,55,144,101,89,glyphs/g-13.png,58.0,143.0,49.0,146.0
94,ґ,g,g,False,italic,False,35,163,63,135,128,72,glyphs/g-14.png,54.0,135.0,37.0,155.0
95,ґ,g,g,False,italic,False,41,157,61,138,116,77,glyphs/g-15.png,68.0,137.0,41.0,143.0
96,ґ,g,g,False,italic,False,51,148,45,153,97,108,glyphs/g-16.png,59.0,153.0,49.0,141.0
97,ґ,g,g,False,italic,False,52,146,55,144,94,89,glyphs/g-17.png,56.0,144.0,52.0,138.0
98,ґ,g,g,False,italic,False,48,151,46,152,103,106,glyphs/g-18.png,49.0,153.0,47.0,145.0
99,ґ,g,g,False,italic,False,41,158,66,132,117,66,glyphs/g-19.png,58.0,133.0,48.0,146.0
100,д,d,d,False,italic,False,69,129,55,143,60,88,glyphs/d-0.png,51.0,107.0,63.0,122.0
101,д,d,d,False,italic,False,67,131,44,155,64,111,glyphs/d-1.png,43.0,93.0,68.0,119.0
102,д,d,d,False,italic,False,73,125,52,147,52,95,glyphs/d-2.png,45.0,98.0,78.0,125.0
103,д,d,d,False,italic,False,66,133,37,162,67,125,glyphs/d-3.png,36.0,89.0,76.0,129.0
104,д,d,d,False,italic,False,52,146,31,167,94,136,glyphs/d-4.png,28.0,90.0,79.0,146.0
105,д,d,d,False,italic,False,67,131,41,157,64,116,glyphs/d-5.png,35.0,93.0,67.0,123.0
106,д,d,d,False,italic,False,70,128,36,162,58,126,glyphs/d-6.png,34.0,96.0,76.0,133.0
107,д,d,d,False,italic,False,65,134,43,155,69,112,glyphs/d-7.png,37.0,91.0,60.0,126.0
108,д,d,d,False,italic,False,65,133,40,159,68,119,glyphs/d-8.png,34.0,94.0,68.0,118.0
109,д,d,d,False,italic,False,54,145,40,158,91,118,glyphs/d-9.png,38.0,97.0,51.0,121.0
110,д,d,d,False,italic,False,69,130,29,170,61,141,glyphs/d-10.png,25.0,75.0,62.0,110.0
111,д,d,d,False,italic,True,64,135,52,147,71,95,glyphs/d-11.png,92.0,149.0,82.0,134.0
112,д,d,d,False,italic,True,62,137,41,157,75,116,glyphs/d-12.png,38.0,86.0,76.0,128.0
113,д,d,d,False,italic,True,48,150,46,152,102,106,glyphs/d-13.png,41.0,86.0,79.0,132.0
114,д,d,d,False,italic,True,62,137,40,158,75,118,glyphs/d-14.png,34.0,82.0,60.0,133.0
115,д,d,d,False,italic,True,58,140,33,166,82,133,glyphs/d-15.png,122.0,168.0,54.0,129.0
116,д,d,d,False,italic,True,55,144,52,147,89,95,glyphs/d-16.png,97.0,147.0,89.0,145.0
117,д,d,d,False,italic,True,65,134,42,157,69,115,glyphs/d-17.png,105.0,156.0,65.0,120.0
118,д,d,d,False,italic,True,64,135,44,154,71,110,glyphs/d-18.png,105.0,156.0,65.0,120.0
119,д,d,d,False,italic,True,64,135,48,150,71,102,glyphs/d-19.png,98.0,152.0,78.0,140.0
120,е,e,e,False,italic,False,77,122,74,125,45,51,glyphs/e-0.png,71.0,125.0,75.0,125.0
121,е,e,e,False,italic,False,69,130,50,149,61,99,glyphs/e-1.png,50.0,150.0,70.0,131.0
122,е,e,e,False,italic,False,71,127,56,143,56,87,glyphs/e-2.png,53.0,142.0,72.0,127.0
123,е,e,e,False,italic,False,67,132,56,142,65,86,glyphs/e-3.png,57.0,141.0,64.0,133.0
124,е,e,e,False,italic,False,77,121,52,147,44,95,glyphs/e-4.png,51.0,145.0,71.0,124.0
125,е,e,e,False,italic,False,75,123,60,139,48,79,glyphs/e-5.png,56.0,140.0,74.0,123.0
126,е,e,e,False,italic,False,66,132,64,134,66,70,glyphs/e-6.png,57.0,133.0,64.0,134.0
127,е,e,e,False,italic,False,66,132,44,155,66,111,glyphs/e-7.png,43.0,155.0,59.0,132.0
128,е,e,e,False,italic,False,66,132,62,137,66,75,glyphs/e-8.png,58.0,136.0,62.0,133.0
129,е,e,e,False,italic,False,74,124,54,144,50,90,glyphs/e-9.png,52.0,145.0,61.0,126.0
130,е,e,e,False,italic,False,63,136,62,137,73,75,glyphs/e-10.png,59.0,136.0,70.0,139.0
131,е,e,e,False,italic,False,66,132,62,137,66,75,glyphs/e-11.png,63.0,136.0,63.0,132.0
132,е,e,e,False,italic,False,72,127,60,139,55,79,glyphs/e-12.png,58.0,138.0,68.0,127.0
133,е,e,e,False,italic,False,62,136,50,148,74,98,glyphs/e-13.png,54.0,147.0,63.0,139.0
134,е,e,e,False,italic,False,70,129,63,135,59,72,glyphs/e-14.png,65.0,135.0,65.0,131.0
135,е,e,e,False,italic,False,66,133,50,148,67,98,glyphs/e-15.png,48.0,150.0,70.0,131.0
136,е,e,e,False,italic,False,65,134,57,142,69,85,glyphs/e-16.png,50.0,142.0,66.0,136.0
137,е,e,e,False,italic,False,69,130,54,144,61,90,glyphs/e-17.png,50.0,142.0,66.0,136.0
138,е,e,e,False,italic,False,70,129,51,148,59,97,glyphs/e-18.png,47.0,148.0,66.0,128.0
139,е,e,e,False,italic,False,65,133,55,143,68,88,glyphs/e-19.png,47.0,148.0,66.0,128.0
140,д,d,d,False,italic,False,63,135,48,150,72,102,glyphs/d-20.png,90.0,151.0,84.0,136.0
141,д,d,d,False,italic,False,61,137,48,151,76,103,glyphs/d-21.png,100.0,154.0,83.0,130.0
142,д,d,d,False,italic,False,65,134,55,144,69,89,glyphs/d-22.png,96.0,144.0,94.0,133.0
143,д,d,d,False,italic,False,63,135,58,141,72,83,glyphs/d-23.png,93.0,141.0,64.0,131.0
144,д,d,d,False,italic,False,51,148,55,143,97,88,glyphs/d-24.png,95.0,143.0,70.0,141.0
145,д,d,d,False,italic,False,67,132,44,155,65,111,glyphs/d-25.png,100.0,155.0,87.0,134.0
146,д,d,d,False,italic,False,64,135,52,146,71,94,glyphs/d-26.png,92.0,145.0,77.0,132.0
147,д,d,d,False,italic,False,57,142,51,148,85,97,glyphs/d-27.png,99.0,148.0,87.0,140.0
148,д,d,d,False,italic,False,75,124,56,143,49,87,glyphs/d-28.png,90.0,142.0,78.0,125.0
149,д,d,d,False,italic,False,68,130,50,148,62,98,glyphs/d-29.png,99.0,147.0,83.0,132.0
150,д,d,d,False,italic,False,69,130,53,145,61,92,glyphs/d-30.png,93.0,144.0,73.0,130.0
151,д,d,d,False,italic,False,55,144,41,158,89,117,glyphs/d-31.png,39.0,98.0,88.0,142.0
152,д,d,d,False,italic,False,68,131,50,148,63,98,glyphs/d-32.png,44.0,97.0,64.0,115.0
153,д,d,d,False,italic,False,81,118,41,157,37,116,glyphs/d-33.png,41.0,97.0,78.0,121.0
154,д,d,d,False,italic,False,69,130,43,155,61,112,glyphs/d-34.png,37.0,93.0,63.0,110.0
155,д,d,d,False,italic,False,53,145,48,150,92,102,glyphs/d-35.png,41.0,93.0,76.0,140.0
156,д,d,d,False,italic,False,76,123,42,157,47,115,glyphs/d-36.png,34.0,89.0,69.0,121.0
157,д,d,d,False,italic,False,49,150,37,162,101,125,glyphs/d-37.png,35.0,92.0,58.0,114.0
158,д,d,d,False,italic,False,50,149,41,157,99,116,glyphs/d-38.png,43.0,100.0,51.0,119.0
159,д,d,d,False,italic,False,71,128,47,152,57,105,glyphs/d-39.png,44.0,102.0,78.0,127.0
160,є,ye,ye,False,italic,False,76,123,67,132,47,65,glyphs/ye-0.png,61.0,133.0,77.0,124.0
161,є,ye,ye,False,italic,False,74,124,63,136,50,73,glyphs/ye-1.png,62.0,135.0,73.0,125.0
162,є,ye,ye,False,italic,False,75,123,67,131,48,64,glyphs/ye-2.png,63.0,131.0,76.0,130.0
163,є,ye,ye,False,italic,False,73,126,63,135,53,72,glyphs/ye-3.png,64.0,134.0,74.0,125.0
164,є,ye,ye,False,italic,False,75,123,65,133,48,68,glyphs/ye-4.png,64.0,134.0,75.0,124.0
165,є,ye,ye,False,italic,False,66,133,49,150,67,101,glyphs/ye-5.png,49.0,148.0,66.0,132.0
166,є,ye,ye,False,italic,False,72,127,52,146,55,94,glyphs/ye-6.png,51.0,147.0,71.0,130.0
167,є,ye,ye,False,italic,False,75,124,66,132,49,66,glyphs/ye-7.png,64.0,133.0,72.0,125.0
168,є,ye,ye,False,italic,False,73,126,60,138,53,78,glyphs/ye-8.png,57.0,139.0,76.0,129.0
169,є,ye,ye,False,italic,False,62,136,58,141,74,83,glyphs/ye-9.png,58.0,141.0,68.0,139.0
170,є,ye,ye,False,italic,False,75,124,61,138,49,77,glyphs/ye-10.png,61.0,138.0,71.0,124.0
171,є,ye,ye,False,italic,False,76,122,63,135,46,72,glyphs/ye-11.png,58.0,134.0,78.0,123.0
172,є,ye,ye,False,italic,False,81,118,60,138,37,78,glyphs/ye-12.png,55.0,138.0,76.0,120.0
173,є,ye,ye,False,italic,False,78,120,59,139,42,80,glyphs/ye-13.png,59.0,140.0,77.0,123.0
174,є,ye,ye,False,italic,False,82,116,60,139,34,79,glyphs/ye-14.png,58.0,139.0,80.0,119.0
175,є,ye,ye,False,italic,False,83,116,64,134,33,70,glyphs/ye-15.png,66.0,133.0,79.0,122.0
176,є,ye,ye,False,italic,False,77,122,62,137,45,75,glyphs/ye-16.png,60.0,137.0,76.0,122.0
177,є,ye,ye,False,italic,False,82,116,54,145,34,91,glyphs/ye-17.png,53.0,144.0,76.0,129.0
178,є,ye,ye,False,italic,False,77,121,60,139,44,79,glyphs/ye-18.png,58.0,138.0,74.0,129.0
179,є,ye,ye,False,italic,False,73,126,58,141,53,83,glyphs/ye-19.png,55.0,141.0,71.0,127.0
180,ж,zh,zh,False,italic,False,31,168,62,136,137,74,glyphs/zh-0.png,60.0,134.0,31.0,167.0
181,ж,zh,zh,False,italic,False,42,157,73,126,115,53,glyphs/zh-1.png,68.0,128.0,38.0,159.0
182,ж,zh,zh,False,italic,False,49,150,66,132,101,66,glyphs/zh-2.png,67.0,121.0,53.0,150.0
183,ж,zh,zh,False,italic,False,53,145,61,137,92,76,glyphs/zh-3.png,66.0,134.0,53.0,143.0
184,ж,zh,zh,False,italic,False,50,149,58,140,99,82,glyphs/zh-4.png,63.0,122.0,54.0,149.0
185,ж,zh,zh,False,italic,False,48,151,68,130,103,62,glyphs/zh-5.png,68.0,125.0,54.0,152.0
186,ж,zh,zh,False,italic,False,49,149,66,132,100,66,glyphs/zh-6.png,65.0,132.0,46.0,149.0
187,ж,zh,zh,False,italic,False,42,157,65,134,115,69,glyphs/zh-7.png,62.0,127.0,44.0,151.0
188,ж,zh,zh,False,italic,False,58,140,63,136,82,73,glyphs/zh-8.png,64.0,136.0,56.0,136.0
189,ж,zh,zh,False,italic,False,42,157,62,136,115,74,glyphs/zh-9.png,63.0,135.0,51.0,156.0
190,ж,zh,zh,False,italic,False,48,150,69,129,102,60,glyphs/zh-10.png,59.0,130.0,47.0,148.0
191,ж,zh,zh,False,italic,False,47,152,69,130,105,61,glyphs/zh-11.png,64.0,129.0,46.0,141.0
192,ж,zh,zh,False,italic,False,50,148,64,135,98,71,glyphs/zh-12.png,67.0,134.0,50.0,144.0
193,ж,zh,zh,False,italic,False,57,142,62,137,85,75,glyphs/zh-13.png,60.0,130.0,56.0,143.0
194,ж,zh,zh,False,italic,False,52,146,57,141,94,84,glyphs/zh-14.png,60.0,130.0,56.0,143.0
195,ж,zh,zh,False,italic,False,60,139,67,131,79,64,glyphs/zh-15.png,65.0,132.0,59.0,136.0
196,ж,zh,zh,False,italic,False,53,145,60,138,92,78,glyphs/zh-16.png,59.0,134.0,52.0,145.0
197,ж,zh,zh,False,italic,False,45,153,51,147,108,96,glyphs/zh-17.png,55.0,133.0,52.0,150.0
198,ж,zh,zh,False,italic,False,54,145,60,138,91,78,glyphs/zh-18.png,54.0,137.0,55.0,143.0
199,ж,zh,zh,False,italic,False,44,155,66,133,111,67,glyphs/zh-19.png,60.0,130.0,45.0,154.0
200,ж,zh,zh,False,italic,True,40,158,67,132,118,65,glyphs/zh-20.png,61.0,130.0,38.0,153.0
201,ж,zh,zh,False,italic,True,49,149,67,131,100,64,glyphs/zh-21.png,66.0,127.0,45.0,149.0
202,ж,zh,zh,False,italic,True,44,155,68,130,111,62,glyphs/zh-22.png,69.0,128.0,47.0,151.0
203,ж,zh,zh,False,italic,True,49,150,70,128,101,58,glyphs/zh-23.png,62.0,126.0,48.0,146.0
204,ж,zh,zh,False,italic,True,75,124,65,133,49,68,glyphs/zh-24.png,60.0,134.0,69.0,140.0
205,ж,zh,zh,False,italic,True,66,133,56,142,67,86,glyphs/zh-25.png,57.0,137.0,67.0,142.0
206,ж,zh,zh,False,italic,True,55,143,64,135,88,71,glyphs/zh-26.png,63.0,140.0,59.0,145.0
207,ж,zh,zh,False,italic,True,51,147,61,138,96,77,glyphs/zh-27.png,59.0,140.0,49.0,150.0
208,ж,zh,zh,False,italic,True,51,148,59,140,97,81,glyphs/zh-28.png,59.0,140.0,49.0,150.0
209,ж,zh,zh,False,italic,True,64,135,55,143,71,88,glyphs/zh-29.png,55.0,143.0,66.0,134.0
210,ж,zh,zh,False,italic,True,51,148,65,134,97,69,glyphs/zh-30.png,67.0,133.0,56.0,142.0
211,ж,zh,zh,False,italic,True,47,152,66,132,105,66,glyphs/zh-31.png,65.0,129.0,47.0,152.0
212,ж,zh,zh,False,italic,True,43,155,68,131,112,63,glyphs/zh-32.png,69.0,130.0,41.0,155.0
213,ж,zh,zh,False,italic,True,49,150,66,132,101,66,glyphs/zh-33.png,69.0,132.0,46.0,151.0
214,ж,zh,zh,False,italic,True,48,151,61,138,103,77,glyphs/zh-34.png,62.0,136.0,49.0,150.0
215,ж,zh,zh,False,italic,True,53,146,67,131,93,64,glyphs/zh-35.png,60.0,129.0,52.0,145.0
216,ж,zh,zh,False,italic,True,43,155,61,137,112,76,glyphs/zh-36.png,60.0,130.0,49.0,156.0
217,ж,zh,zh,False,italic,True,40,158,58,140,118,82,glyphs/zh-37.png,61.0,133.0,42.0,153.0
218,ж,zh,zh,False,italic,True,47,151,67,132,104,65,glyphs/zh-38.png,61.0,133.0,47.0,150.0
219,ж,zh,zh,False,italic,True,38,160,66,133,122,67,glyphs/zh-39.png,61.0,133.0,47.0,150.0
220,з,z,z,False,italic,False,63,135,44,154,72,110,glyphs/z-0.png,41.0,93.0,63.0,114.0
221,з,z,z,False,italic,False,71,127,39,159,56,120,glyphs/z-1.png,38.0,99.0,67.0,119.0
222,з,z,z,False,italic,False,70,129,45,153,59,108,glyphs/z-2.png,42.0,101.0,66.0,110.0
223,з,z,z,False,italic,False,66,132,38,160,66,122,glyphs/z-3.png,36.0,93.0,64.0,115.0
224,з,z,z,False,italic,False,61,137,40,158,76,118,glyphs/z-4.png,43.0,101.0,63.0,111.0
225,з,z,z,False,italic,False,64,135,38,161,71,123,glyphs/z-5.png,40.0,96.0,61.0,112.0
226,з,z,z,False,italic,False,63,136,38,160,73,122,glyphs/z-6.png,37.0,88.0,64.0,115.0
227,з,z,z,False,italic,False,68,130,40,159,62,119,glyphs/z-7.png,34.0,106.0,67.0,123.0
228,з,z,z,False,italic,False,69,130,53,146,61,93,glyphs/z-8.png,52.0,106.0,65.0,121.0
229,з,z,z,False,italic,False,67,131,64,135,64,71,glyphs/z-9.png,62.0,102.0,63.0,121.0
230,з,z,z,False,italic,False,54,145,35,164,91,129,glyphs/z-10.png,30.0,96.0,52.0,109.0
231,з,z,z,False,italic,False,61,137,40,158,76,118,glyphs/z-11.png,40.0,105.0,67.0,123.0
232,з,z,z,False,italic,False,71,127,43,156,56,113,glyphs/z-12.png,42.0,107.0,80.0,130.0
233,з,z,z,False,italic,False,58,140,47,152,82,105,glyphs/z-13.png,44.0,102.0,56.0,112.0
234,з,z,z,False,italic,False,68,131,45,153,63,108,glyphs/z-14.png,44.0,103.0,64.0,126.0
235,з,z,z,False,italic,False,60,138,50,148,78,98,glyphs/z-15.png,41.0,103.0,56.0,119.0
236,з,z,z,False,italic,False,58,141,43,155,83,112,glyphs/z-16.png,41.0,102.0,58.0,112.0
237,з,z,z,False,italic,False,60,138,48,151,78,103,glyphs/z-17.png,43.0,95.0,58.0,109.0
238,з,z,z,False,italic,False,58,140,49,150,82,101,glyphs/z-18.png,48.0,97.0,54.0,115.0
239,з,z,z,False,italic,False,71,127,47,151,56,104,glyphs/z-19.png,46.0,105.0,63.0,110.0
240,и,y,y,False,italic,False,63,136,60,139,73,79,glyphs/y-0.png,58.0,116.0,59.0,129.0
241,и,y,y,False,italic,False,57,141,72,127,84,55,glyphs/y-1.png,68.0,126.0,53.0,120.0
242,и,y,y,False,italic,False,66,133,62,136,67,74,glyphs/y-2.png,59.0,111.0,63.0,134.0
243,и,y,y,False,italic,False,60,139,69,129,79,60,glyphs/y-3.png,65.0,127.0,55.0,121.0
244,и,y,y,False,italic,False,68,130,70,129,62,59,glyphs/y-4.png,69.0,119.0,66.0,125.0
245,и,y,y,False,italic,False,60,139,64,135,79,71,glyphs/y-5.png,63.0,124.0,57.0,133.0
246,и,y,y,False,italic,False,62,137,55,144,75,89,glyphs/y-6.png,56.0,113.0,62.0,132.0
247,и,y,y,False,italic,False,55,144,60,138,89,78,glyphs/y-7.png,59.0,139.0,55.0,129.0
248,и,y,y,False,italic,False,64,134,72,127,70,55,glyphs/y-8.png,64.0,126.0,62.0,127.0
249,и,y,y,False,italic,False,51,147,67,132,96,65,glyphs/y-9.png,66.0,134.0,49.0,140.0
250,и,y,y,False,italic,False,66,132,62,136,66,74,glyphs/y-10.png,61.0,133.0,66.0,131.0
251,и,y,y,False,italic,False,69,129,70,128,60,58,glyphs/y-11.png,68.0,117.0,70.0,131.0
252,и,y,y,False,italic,False,69,129,70,128,60,58,glyphs/y-12.png,69.0,126.0,69.0,132.0
